"geometry","file","degree","betweenness","closeness","component"
c(0.725812, 0.147955),"C5_018_calculations.json",3,10,0.0714285714285714,38
c(0.717219, 0.117319),"C5_018_calculations.json",3,11,0.0769230769230769,39
c(0.728079, 0.121319),"C5_018_calculations.json",1,0,0.0526315789473684,39
c(0.729794, 0.132028),"C5_018_calculations.json",1,0,0.0416666666666667,38
c(0.732229, 0.126506),"C5_018_calculations.json",1,0,1,174
c(0.742068, 0.115562),"C5_018_calculations.json",1,0,1,174
c(0.747849, 0.115534),"C5_018_calculations.json",1,0,1,175
c(0.754351, 0.107764),"C5_018_calculations.json",1,0,1,175
c(0.757154, 0.140688),"C5_018_calculations.json",3,15,0.0833333333333333,38
c(0.761379, 0.123661),"C5_018_calculations.json",3,11,0.0714285714285714,38
c(0.746653, 0.132948),"C5_018_calculations.json",1,0,0.05,38
c(0.763052, 0.10492),"C5_018_calculations.json",1,0,0.2,95
c(0.774013, 0.097919),"C5_018_calculations.json",3,3,0.333333333333333,95
c(0.764307, 0.112387),"C5_018_calculations.json",1,0,1,176
c(0.75502, 0.116466),"C5_018_calculations.json",1,0,1,176
c(0.779045, 0.108147),"C5_018_calculations.json",1,0,0.2,95
c(0.783865, 0.080572),"C5_018_calculations.json",5,0,0.2,95
c(0.7874, 0.089357),"C5_018_calculations.json",1,0,0.0101010101010101,16
c(0.802033, 0.095833),"C5_018_calculations.json",4,62.3333333333333,0.0128205128205128,16
c(0.817436, 0.103693),"C5_018_calculations.json",5,63,0.0111111111111111,16
c(0.805095, 0.111446),"C5_018_calculations.json",1,0,0.00900900900900901,16
c(0.805221, 0.083835),"C5_018_calculations.json",1,0,0.0101010101010101,16
c(0.828481, 0.089525),"C5_018_calculations.json",3,38.6666666666667,0.0121951219512195,16
c(0.82756, 0.115211),"C5_018_calculations.json",1,0,0.00900900900900901,16
c(0.816861, 0.057668),"C5_018_calculations.json",4,131,0.015625,16
c(0.828584, 0.056495),"C5_018_calculations.json",4,41,0.0135135135135135,16
c(0.822959, 0.037517),"C5_018_calculations.json",4,101,0.0142857142857143,16
c(0.827888, 0.078854),"C5_018_calculations.json",4,48.6666666666667,0.0138888888888889,16
c(0.820532, 0.124749),"C5_018_calculations.json",1,0,1,177
c(0.800452, 0.125502),"C5_018_calculations.json",1,0,1,177
c(0.81752, 0.081325),"C5_018_calculations.json",3,59.3333333333333,0.0142857142857143,16
c(0.840612, 0.095633),"C5_018_calculations.json",1,0,1,178
c(0.849565, 0.113788),"C5_018_calculations.json",1,0,1,178
c(0.818022, 0.134287),"C5_018_calculations.json",1,0,1,179
c(0.808735, 0.14006),"C5_018_calculations.json",1,0,1,179
c(0.824297, 0.068775),"C5_018_calculations.json",3,120,0.0153846153846154,16
c(0.846553, 0.054552),"C5_018_calculations.json",1,0,0.0105263157894737,16
c(0.813755, 0.02595),"C5_018_calculations.json",4,75,0.0120481927710843,16
c(0.839859, 0.060241),"C5_018_calculations.json",1,0,0.0105263157894737,16
c(0.833835, 0.027861),"C5_018_calculations.json",1,0,0.010989010989011,16
c(0.858219, 0.094019),"C5_018_calculations.json",2,1,0.5,102
c(0.868976, 0.073293),"C5_018_calculations.json",1,0,0.333333333333333,102
c(0.788153, 0.03996),"C5_018_calculations.json",1,0,1,180
c(0.799699, 0.036647),"C5_018_calculations.json",1,0,1,180
c(0.839357, 0.024297),"C5_018_calculations.json",1,0,1,181
c(0.8499, 0.027945),"C5_018_calculations.json",1,0,1,181
c(0.829631, 0.02303),"C5_018_calculations.json",3,40,0.01,16
c(0.831576, 0.010693),"C5_018_calculations.json",4,21,0.00840336134453781,16
c(0.858183, 0.113203),"C5_018_calculations.json",1,0,0.2,96
c(0.872096, 0.12457),"C5_018_calculations.json",3,3,0.333333333333333,96
c(0.823544, 0.002259),"C5_018_calculations.json",1,0,0.00714285714285714,16
c(0.873494, 0.112952),"C5_018_calculations.json",1,0,0.2,96
c(0.874749, 0.140813),"C5_018_calculations.json",1,0,0.2,96
c(0.890562, 0.143072),"C5_018_calculations.json",1,0,0.0036231884057971,5
c(0.90512, 0.146084),"C5_018_calculations.json",1,0,0.0036231884057971,5
c(0.639433, 0.166541),"C5_018_calculations.json",1,0,0.2,97
c(0.661312, 0.162316),"C5_018_calculations.json",3,3,0.333333333333333,97
c(0.662651, 0.148092),"C5_018_calculations.json",1,0,0.2,97
c(0.685743, 0.149096),"C5_018_calculations.json",1,0,0.2,97
c(0.974215, 0.153569),"C5_018_calculations.json",1,0,1,182
c(0.982681, 0.147716),"C5_018_calculations.json",1,0,1,182
c(0.974297, 0.145783),"C5_018_calculations.json",1,0,1,183
c(0.988956, 0.142037),"C5_018_calculations.json",1,0,1,183
c(0.09375, 0.14006),"C5_018_calculations.json",1,0,0.142857142857143,59
c(0.104705, 0.116269),"C5_018_calculations.json",6,6,0.25,59
c(0.091114, 0.13504),"C5_018_calculations.json",1,0,0.142857142857143,59
c(0.088855, 0.100402),"C5_018_calculations.json",1,0,0.142857142857143,59
c(0.107681, 0.092871),"C5_018_calculations.json",1,0,0.142857142857143,59
c(0.60881, 0.122615),"C5_018_calculations.json",1,0,1,184
c(0.584839, 0.121486),"C5_018_calculations.json",1,0,1,184
c(0.6542, 0.109856),"C5_018_calculations.json",3,31,0.0434782608695652,23
c(0.638855, 0.095984),"C5_018_calculations.json",4,39,0.0476190476190476,23
c(0.655622, 0.120984),"C5_018_calculations.json",3,19,0.0344827586206897,23
c(0.645457, 0.12864),"C5_018_calculations.json",1,0,0.0256410256410256,23
c(0.671185, 0.108768),"C5_018_calculations.json",1,0,1,185
c(0.674197, 0.099398),"C5_018_calculations.json",1,0,1,185
c(0.628865, 0.094026),"C5_018_calculations.json",4,19,0.037037037037037,23
c(0.625502, 0.111948),"C5_018_calculations.json",1,0,0.027027027027027,23
c(0.685325, 0.107179),"C5_018_calculations.json",1,0,1,186
c(0.690763, 0.121151),"C5_018_calculations.json",1,0,1,186
c(0.697122, 0.099398),"C5_018_calculations.json",1,0,0.0526315789473684,39
c(0.707392, 0.093813),"C5_018_calculations.json",3,11,0.0769230769230769,39
c(0.719545, 0.100736),"C5_018_calculations.json",3,15,0.0909090909090909,39
c(0.713855, 0.083584),"C5_018_calculations.json",1,0,0.0526315789473684,39
c(0.721888, 0.108936),"C5_018_calculations.json",1,0,0.0526315789473684,39
c(0.736948, 0.106593),"C5_018_calculations.json",1,0,1,187
c(0.735944, 0.117721),"C5_018_calculations.json",1,0,1,187
c(0.728581, 0.10333),"C5_018_calculations.json",1,0,0.00952380952380952,10
c(0.73065, 0.088719),"C5_018_calculations.json",6,49,0.0125,10
c(0.740179, 0.085749),"C5_018_calculations.json",3,25,0.01,10
c(0.744645, 0.075229),"C5_018_calculations.json",7,113,0.012987012987013,10
c(0.722314, 0.064383),"C5_018_calculations.json",14,197,0.0153846153846154,10
c(0.70927, 0.064391),"C5_018_calculations.json",7,169,0.015625,10
c(0.755083, 0.080259),"C5_018_calculations.json",3,25,0.01,10
c(0.75251, 0.090863),"C5_018_calculations.json",1,0,0.008,10
c(0.75, 0.094378),"C5_018_calculations.json",1,0,0.008,10
c(0.670278, 0.04877),"C5_018_calculations.json",13,211,0.0151515151515152,10
c(0.698042, 0.063337),"C5_018_calculations.json",3,0,0.012987012987013,10
c(0.714922, 0.04813),"C5_018_calculations.json",3,25,0.0113636363636364,10
c(0.725402, 0.045181),"C5_018_calculations.json",1,0,0.0111111111111111,10
c(0.748494, 0.0625),"C5_018_calculations.json",1,0,0.00980392156862745,10
c(0.720131, 0.03991),"C5_018_calculations.json",1,0,1,188
c(0.713353, 0.027108),"C5_018_calculations.json",1,0,1,188
c(0.677209, 0.053213),"C5_018_calculations.json",1,0,0.010989010989011,10
c(0.659639, 0.037985),"C5_018_calculations.json",1,0,0.010989010989011,10
c(0.740629, 0.018842),"C5_018_calculations.json",4,5,0.2,60
c(0.730924, 0.009538),"C5_018_calculations.json",1,0,0.125,60
c(0.752175, 0.013136),"C5_018_calculations.json",3,3,0.166666666666667,60
c(0.640927, 0.050338),"C5_018_calculations.json",5,49,0.0114942528735632,10
c(0.655622, 0.060743),"C5_018_calculations.json",1,0,0.010989010989011,10
c(0.660329, 0.02052),"C5_018_calculations.json",4,72,0.0117647058823529,10
c(0.651104, 0.009482),"C5_018_calculations.json",1,0,0.00909090909090909,10
c(0.753012, 0.001506),"C5_018_calculations.json",1,0,0.111111111111111,60
c(0.651481, 0.026732),"C5_018_calculations.json",1,0,0.00909090909090909,10
c(0.649598, 0.040997),"C5_018_calculations.json",1,0,0.00892857142857143,10
c(0.634287, 0.046185),"C5_018_calculations.json",1,0,1,189
c(0.643574, 0.033635),"C5_018_calculations.json",1,0,1,189
c(0.631526, 0.04995),"C5_018_calculations.json",1,0,0.00892857142857143,10
c(0.633032, 0.057062),"C5_018_calculations.json",1,0,0.027027027027027,23
c(0.638353, 0.080622),"C5_018_calculations.json",3,19,0.037037037037037,23
c(0.649527, 0.077238),"C5_018_calculations.json",1,0,0.027027027027027,23
c(0.554217, 0.0999),"C5_018_calculations.json",1,0,0.027027027027027,23
c(0.399933, 0.076975),"C5_018_calculations.json",1,0,0.2,98
c(0.397841, 0.062751),"C5_018_calculations.json",3,3,0.333333333333333,98
c(0.38755, 0.056225),"C5_018_calculations.json",1,0,0.2,98
c(0.421687, 0.02259),"C5_018_calculations.json",1,0,1,190
c(0.428213, 0.004518),"C5_018_calculations.json",1,0,1,190
c(0.307731, 0.059739),"C5_018_calculations.json",1,0,0.0909090909090909,53
c(0.30999, 0.036396),"C5_018_calculations.json",3,7,0.142857142857143,53
c(0.337851, 0.003012),"C5_018_calculations.json",1,0,0.0909090909090909,53
c(0.299448, 0.035643),"C5_018_calculations.json",3,7,0.142857142857143,53
c(0.290161, 0.03012),"C5_018_calculations.json",1,0,0.0909090909090909,53
c(0.272339, 0.042922),"C5_018_calculations.json",1,0,0.0909090909090909,53
c(0.416332, 0.944612),"C5_018_calculations.json",1,0,0.142857142857143,54
c(0.407882, 0.942269),"C5_018_calculations.json",1,0,1,191
c(0.381526, 0.951506),"C5_018_calculations.json",1,0,1,191
c(0.391566, 0.921854),"C5_018_calculations.json",1,0,0.111111111111111,55
c(0.452058, 0.90512),"C5_018_calculations.json",1,0,0.2,61
c(0.328983, 0.861278),"C5_018_calculations.json",1,0,0.0149253731343284,18
c(0.370147, 0.831827),"C5_018_calculations.json",2,0,NA,243
c(0.32211, 0.789336),"C5_018_calculations.json",2,0,NA,244
c(0.327058, 0.722641),"C5_018_calculations.json",1,0,1,192
c(0.302711, 0.672189),"C5_018_calculations.json",1,0,1,192
c(0.315136, 0.706576),"C5_018_calculations.json",1,0,1,193
c(0.297691, 0.681476),"C5_018_calculations.json",1,0,1,193
c(0.365336, 0.761421),"C5_018_calculations.json",2,0,NA,245
c(0.371737, 0.713855),"C5_018_calculations.json",1,0,0.00386100386100386,6
c(0.295432, 0.672942),"C5_018_calculations.json",1,0,1,194
c(0.262048, 0.629518),"C5_018_calculations.json",1,0,1,194
c(0.283133, 0.64508),"C5_018_calculations.json",1,0,1,195
c(0.294679, 0.644578),"C5_018_calculations.json",1,0,1,195
c(0.415774, 0.738063),"C5_018_calculations.json",1,0,0.00342465753424658,6
c(0.296561, 0.662023),"C5_018_calculations.json",1,0,0.2,62
c(0.26004, 0.59488),"C5_018_calculations.json",1,0,0.142857142857143,56
c(0.342369, 0.616466),"C5_018_calculations.json",1,0,0.2,62
c(0.567169, 0.964859),"C5_018_calculations.json",1,0,0.2,63
c(0.611948, 0.991968),"C5_018_calculations.json",1,0,0.2,64
c(0.56844, 0.955991),"C5_018_calculations.json",1,0,1,196
c(0.587851, 0.950803),"C5_018_calculations.json",1,0,1,196
c(0.304673, 0.94665),"C5_018_calculations.json",2,0,NA,246
c(0.303213, 0.927711),"C5_018_calculations.json",2,0,NA,247
c(0.282129, 0.969629),"C5_018_calculations.json",1,0,1,197
c(0.284388, 0.962349),"C5_018_calculations.json",1,0,1,197
c(0.60743, 0.962349),"C5_018_calculations.json",1,0,0.00230414746543779,2
c(0.629116, 0.9249),"C5_018_calculations.json",2,0,NA,248
c(0.650703, 0.904618),"C5_018_calculations.json",1,0,0.00298507462686567,2
c(0.640813, 0.886546),"C5_018_calculations.json",1,0,0.00276243093922652,2
c(0.580823, 0.841365),"C5_018_calculations.json",1,0,0.0019723865877712,2
c(0.542796, 0.90989),"C5_018_calculations.json",2,0,NA,249
c(0.731426, 0.930221),"C5_018_calculations.json",1,0,0.00144927536231884,2
c(0.71762, 0.796185),"C5_018_calculations.json",1,0,0.00185528756957328,2
c(0.536814, 0.903447),"C5_018_calculations.json",1,0,1,198
c(0.519453, 0.897214),"C5_018_calculations.json",1,0,1,198
c(0.225904, 0.808735),"C5_018_calculations.json",1,0,0.00740740740740741,12
c(0.170627, 0.846218),"C5_018_calculations.json",2,0,NA,250
c(0.141566, 0.838855),"C5_018_calculations.json",1,0,0.0120481927710843,12
c(0.150184, 0.793005),"C5_018_calculations.json",1,0,0.0103092783505155,12
c(0.158133, 0.822289),"C5_018_calculations.json",1,0,0.0103092783505155,12
c(0.253012, 0.772088),"C5_018_calculations.json",1,0,0.00363636363636364,6
c(0.226908, 0.74749),"C5_018_calculations.json",1,0,0.2,65
c(0.813755, 0.884036),"C5_018_calculations.json",1,0,0.0303030303030303,24
c(0.853916, 0.871486),"C5_018_calculations.json",1,0,0.0588235294117647,42
c(0.754267, 0.857932),"C5_018_calculations.json",1,0,1,199
c(0.787651, 0.856426),"C5_018_calculations.json",1,0,1,199
c(0.694026, 0.842369),"C5_018_calculations.json",1,0,0.2,68
c(0.797021, 0.827811),"C5_018_calculations.json",1,0,1,200
c(0.824197, 0.811145),"C5_018_calculations.json",1,0,1,200
c(0.629853, 0.829987),"C5_018_calculations.json",2,0,NA,251
c(0.125377, 0.802585),"C5_018_calculations.json",1,0,0.2,69
c(0.476155, 0.77761),"C5_018_calculations.json",1,0,0.0263157894736842,21
c(0.514558, 0.74247),"C5_018_calculations.json",1,0,0.03125,21
c(0.474398, 0.710341),"C5_018_calculations.json",1,0,1,201
c(0.524096, 0.723394),"C5_018_calculations.json",1,0,1,201
c(0.439424, 0.736446),"C5_018_calculations.json",2,0,NA,252
c(0.831827, 0.811747),"C5_018_calculations.json",1,0,0.0666666666666667,42
c(0.307731, 0.810241),"C5_018_calculations.json",1,0,0.166666666666667,70
c(0.716114, 0.755146),"C5_018_calculations.json",1,0,0.00606060606060606,4
c(0.722641, 0.715612),"C5_018_calculations.json",1,0,0.00529100529100529,4
c(0.024699, 0.779418),"C5_018_calculations.json",1,0,1,202
c(0.089357, 0.772925),"C5_018_calculations.json",1,0,1,202
c(0.010919, 0.747866),"C5_018_calculations.json",1,0,0.2,71
c(0.916918, 0.756903),"C5_018_calculations.json",1,0,1,203
c(0.890161, 0.744679),"C5_018_calculations.json",1,0,1,203
c(0.908802, 0.736725),"C5_018_calculations.json",1,0,1,204
c(0.88166, 0.707664),"C5_018_calculations.json",1,0,1,204
c(0.892821, 0.708082),"C5_018_calculations.json",1,0,0.0112359550561798,13
c(0.920683, 0.705321),"C5_018_calculations.json",1,0,0.0112359550561798,13
c(0.92746, 0.693901),"C5_018_calculations.json",1,0,0.0126582278481013,13
c(0.935617, 0.598394),"C5_018_calculations.json",1,0,0.00943396226415094,13
c(0.933233, 0.666667),"C5_018_calculations.json",1,0,0.0099009900990099,13
c(0.956827, 0.606928),"C5_018_calculations.json",1,0,0.0476190476190476,31
c(0.133032, 0.772256),"C5_018_calculations.json",1,0,1,205
c(0.126757, 0.720633),"C5_018_calculations.json",1,0,1,205
c(0.05497, 0.752259),"C5_018_calculations.json",1,0,0.2,73
c(0.054384, 0.725067),"C5_018_calculations.json",1,0,1,206
c(0.057229, 0.715361),"C5_018_calculations.json",1,0,1,206
c(0.968911, 0.735298),"C5_018_calculations.json",1,0,0.00862068965517241,13
c(0.978832, 0.725569),"C5_018_calculations.json",2,0,NA,253
c(0.963186, 0.720549),"C5_018_calculations.json",2,0,NA,254
c(0.018825, 0.684488),"C5_018_calculations.json",1,0,0.0769230769230769,44
c(0.778991, 0.712851),"C5_018_calculations.json",1,0,1,207
c(0.785141, 0.691265),"C5_018_calculations.json",1,0,1,207
c(0.429217, 0.706827),"C5_018_calculations.json",1,0,0.0037037037037037,7
c(0.374498, 0.660643),"C5_018_calculations.json",1,0,0.00338983050847458,7
c(0.433233, 0.631526),"C5_018_calculations.json",1,0,0.00523560209424084,7
c(0.475402, 0.526606),"C5_018_calculations.json",1,0,0.00418410041841004,7
c(0.444277, 0.541667),"C5_018_calculations.json",1,0,0.2,75
c(0.439508, 0.522088),"C5_018_calculations.json",1,0,0.0769230769230769,47
c(0.499498, 0.492972),"C5_018_calculations.json",1,0,0.142857142857143,57
c(0.426958, 0.543424),"C5_018_calculations.json",1,0,1,208
c(0.39508, 0.616968),"C5_018_calculations.json",1,0,1,208
c(0.472013, 0.475276),"C5_018_calculations.json",1,0,0.142857142857143,57
c(0.402108, 0.52008),"C5_018_calculations.json",1,0,1,209
c(0.407882, 0.512801),"C5_018_calculations.json",1,0,1,209
c(0.516338, 0.54226),"C5_018_calculations.json",1,0,1,210
c(0.523092, 0.527108),"C5_018_calculations.json",1,0,1,210
c(0.372741, 0.476908),"C5_018_calculations.json",1,0,0.2,77
c(0.352912, 0.485944),"C5_018_calculations.json",1,0,0.2,77
c(0.384036, 0.467871),"C5_018_calculations.json",1,0,0.0526315789473684,35
c(0.421017, 0.39508),"C5_018_calculations.json",1,0,0.0526315789473684,35
c(0.458333, 0.420181),"C5_018_calculations.json",1,0,0.0526315789473684,35
c(0.055221, 0.639558),"C5_018_calculations.json",1,0,0.2,79
c(0.694277, 0.669344),"C5_018_calculations.json",1,0,0.2,80
c(0.752008, 0.60241),"C5_018_calculations.json",1,0,0.2,80
c(0.074799, 0.573293),"C5_018_calculations.json",1,0,0.0169491525423729,19
c(0.201305, 0.61747),"C5_018_calculations.json",1,0,0.0454545454545455,32
c(0.208082, 0.495482),"C5_018_calculations.json",1,0,0.0909090909090909,48
c(0.18089, 0.434906),"C5_018_calculations.json",1,0,0.0909090909090909,48
c(0.174699, 0.428715),"C5_018_calculations.json",1,0,1,211
c(0.181799, 0.417527),"C5_018_calculations.json",1,0,1,211
c(0.540914, 0.512299),"C5_018_calculations.json",1,0,0.2,81
c(0.512629, 0.495033),"C5_018_calculations.json",1,0,0.0526315789473684,36
c(0.516867, 0.454618),"C5_018_calculations.json",1,0,0.0588235294117647,36
c(0.736446, 0.388554),"C5_018_calculations.json",1,0,0.037037037037037,33
c(0.754685, 0.380355),"C5_018_calculations.json",1,0,1,212
c(0.753179, 0.386881),"C5_018_calculations.json",1,0,1,212
c(0.774096, 0.362952),"C5_018_calculations.json",1,0,1,213
c(0.792169, 0.38002),"C5_018_calculations.json",1,0,1,213
c(0.745064, 0.369729),"C5_018_calculations.json",1,0,1,214
c(0.716365, 0.367303),"C5_018_calculations.json",1,0,1,214
c(0.899849, 0.456827),"C5_018_calculations.json",2,0,NA,255
c(0.90512, 0.36747),"C5_018_calculations.json",1,0,0.2,82
c(0.192269, 0.340863),"C5_018_calculations.json",1,0,0.0384615384615385,28
c(0.170683, 0.389558),"C5_018_calculations.json",1,0,0.0384615384615385,28
c(0.273193, 0.418072),"C5_018_calculations.json",1,0,0.2,83
c(0.300301, 0.400502),"C5_018_calculations.json",2,0,NA,256
c(0.291416, 0.365713),"C5_018_calculations.json",1,0,0.2,83
c(0.308534, 0.38504),"C5_018_calculations.json",2,1,0.5,103
c(0.335341, 0.39508),"C5_018_calculations.json",1,0,0.333333333333333,103
c(0.314592, 0.355589),"C5_018_calculations.json",1,0,0.333333333333333,103
c(0.299448, 0.362199),"C5_018_calculations.json",2,0,NA,257
c(0.27075, 0.379853),"C5_018_calculations.json",1,0,1,215
c(0.233434, 0.396335),"C5_018_calculations.json",1,0,1,215
c(0.326305, 0.314759),"C5_018_calculations.json",1,0,0.333333333333333,101
c(0.046135, 0.371938),"C5_018_calculations.json",2,0,NA,258
c(0.064257, 0.371486),"C5_018_calculations.json",1,0,0.00166112956810631,1
c(0.031124, 0.383032),"C5_018_calculations.json",1,0,0.00166112956810631,1
c(0.029618, 0.360442),"C5_018_calculations.json",1,0,0.00211864406779661,1
c(0.072791, 0.358434),"C5_018_calculations.json",1,0,0.00245098039215686,1
c(0.133534, 0.365964),"C5_018_calculations.json",3,143,0.00239234449760766,1
c(0.107932, 0.276606),"C5_018_calculations.json",1,0,0.00304878048780488,1
c(0.137299, 0.382091),"C5_018_calculations.json",1,0,0.00204081632653061,1
c(0.048386, 0.286685),"C5_018_calculations.json",2,0,NA,259
c(0.161647, 0.355422),"C5_018_calculations.json",1,0,0.00204081632653061,1
c(0.145582, 0.381526),"C5_018_calculations.json",1,0,1,216
c(0.160141, 0.417871),"C5_018_calculations.json",1,0,1,216
c(0.155846, 0.308289),"C5_018_calculations.json",2,0,NA,260
c(0.121653, 0.250837),"C5_018_calculations.json",1,0,0.00245098039215686,1
c(0.145582, 0.247691),"C5_018_calculations.json",1,0,0.0294117647058824,26
c(0.160141, 0.221386),"C5_018_calculations.json",1,0,0.012987012987013,14
c(0.06752, 0.179656),"C5_018_calculations.json",3,0,0.00189035916824197,1
c(0.037204, 0.187249),"C5_018_calculations.json",1,0,0.0021978021978022,1
c(0.011948, 0.267871),"C5_018_calculations.json",2,0,NA,261
c(0.005522, 0.271754),"C5_018_calculations.json",1,0,0.00247524752475248,1
c(0.966466, 0.234839),"C5_018_calculations.json",1,0,0.00411522633744856,5
c(0.895582, 0.223394),"C5_018_calculations.json",1,0,0.2,85
c(0.947791, 0.179468),"C5_018_calculations.json",1,0,0.0045662100456621,5
c(0.887718, 0.168005),"C5_018_calculations.json",1,0,1,217
c(0.892821, 0.167671),"C5_018_calculations.json",1,0,1,217
c(0.86496, 0.139809),"C5_018_calculations.json",1,0,1,218
c(0.880522, 0.138554),"C5_018_calculations.json",1,0,1,218
c(0.869478, 0.242219),"C5_018_calculations.json",1,0,0.00892857142857143,11
c(0.698795, 0.409137),"C5_018_calculations.json",1,0,0.2,86
c(0.38755, 0.362952),"C5_018_calculations.json",1,0,0.0476190476190476,29
c(0.378514, 0.318022),"C5_018_calculations.json",1,0,0.0476190476190476,29
c(0.370482, 0.340361),"C5_018_calculations.json",1,0,1,219
c(0.388052, 0.340361),"C5_018_calculations.json",1,0,1,219
c(0.390562, 0.351155),"C5_018_calculations.json",1,0,1,220
c(0.417671, 0.34739),"C5_018_calculations.json",1,0,1,220
c(0.858936, 0.355924),"C5_018_calculations.json",1,0,1,221
c(0.897088, 0.324297),"C5_018_calculations.json",1,0,1,221
c(0.722892, 0.34488),"C5_018_calculations.json",1,0,0.0476190476190476,34
c(0.688253, 0.329819),"C5_018_calculations.json",1,0,0.0476190476190476,34
c(0.693273, 0.287651),"C5_018_calculations.json",1,0,0.0434782608695652,34
c(0.659137, 0.32741),"C5_018_calculations.json",1,0,1,222
c(0.662149, 0.302711),"C5_018_calculations.json",1,0,1,222
c(0.320281, 0.28238),"C5_018_calculations.json",1,0,1,223
c(0.32845, 0.302756),"C5_018_calculations.json",1,0,1,223
c(0.339859, 0.285266),"C5_018_calculations.json",1,0,1,224
c(0.341867, 0.299197),"C5_018_calculations.json",1,0,1,224
c(0.324967, 0.288822),"C5_018_calculations.json",1,0,1,225
c(0.335341, 0.271084),"C5_018_calculations.json",1,0,1,225
c(0.316014, 0.268323),"C5_018_calculations.json",1,0,0.2,89
c(0.307731, 0.268072),"C5_018_calculations.json",1,0,1,226
c(0.294177, 0.251004),"C5_018_calculations.json",1,0,1,226
c(0.358057, 0.249498),"C5_018_calculations.json",1,0,0.00386100386100386,3
c(0.376506, 0.229752),"C5_018_calculations.json",2,0,NA,262
c(0.368809, 0.235274),"C5_018_calculations.json",1,0,0.1,50
c(0.463019, 0.300033),"C5_018_calculations.json",1,0,1,227
c(0.47239, 0.328313),"C5_018_calculations.json",1,0,1,227
c(0.449096, 0.299598),"C5_018_calculations.json",2,0,NA,263
c(0.271084, 0.235944),"C5_018_calculations.json",1,0,0.2,90
c(0.401272, 0.291332),"C5_018_calculations.json",1,0,0.0909090909090909,51
c(0.401606, 0.27259),"C5_018_calculations.json",1,0,1,228
c(0.4124, 0.281878),"C5_018_calculations.json",1,0,1,228
c(0.418507, 0.277861),"C5_018_calculations.json",1,0,1,229
c(0.418173, 0.258032),"C5_018_calculations.json",1,0,1,229
c(0.515562, 0.314759),"C5_018_calculations.json",1,0,0.2,92
c(0.550368, 0.29585),"C5_018_calculations.json",1,0,1,230
c(0.554217, 0.292169),"C5_018_calculations.json",1,0,1,230
c(0.748494, 0.259036),"C5_018_calculations.json",1,0,0.2,91
c(0.74749, 0.226908),"C5_018_calculations.json",1,0,0.0769230769230769,45
c(0.763052, 0.237617),"C5_018_calculations.json",1,0,1,231
c(0.785643, 0.232932),"C5_018_calculations.json",1,0,1,231
c(0.77259, 0.199967),"C5_018_calculations.json",1,0,0.012987012987013,17
c(0.72674, 0.207999),"C5_018_calculations.json",1,0,0.0125,17
c(0.48494, 0.266064),"C5_018_calculations.json",1,0,1,232
c(0.555723, 0.230422),"C5_018_calculations.json",1,0,1,232
c(0.322289, 0.188002),"C5_018_calculations.json",1,0,1,233
c(0.29744, 0.190763),"C5_018_calculations.json",1,0,1,233
c(0.255823, 0.144679),"C5_018_calculations.json",1,0,1,234
c(0.266064, 0.139558),"C5_018_calculations.json",1,0,1,234
c(0.288404, 0.160517),"C5_018_calculations.json",2,0,NA,264
c(0.271586, 0.161479),"C5_018_calculations.json",1,0,1,235
c(0.269076, 0.123494),"C5_018_calculations.json",1,0,1,235
c(0.317771, 0.149598),"C5_018_calculations.json",1,0,1,236
c(0.340361, 0.081325),"C5_018_calculations.json",1,0,1,236
c(0.249147, 0.14252),"C5_018_calculations.json",1,0,0.00364963503649635,3
c(0.227209, 0.16255),"C5_018_calculations.json",2,0,NA,265
c(0.237952, 0.192018),"C5_018_calculations.json",1,0,0.00364963503649635,3
c(0.167671, 0.158635),"C5_018_calculations.json",1,0,0.0120481927710843,15
c(0.175703, 0.139307),"C5_018_calculations.json",1,0,0.0135135135135135,15
c(0.232179, 0.198293),"C5_018_calculations.json",1,0,0.0091743119266055,14
c(0.249498, 0.201054),"C5_018_calculations.json",2,0,NA,266
c(0.445281, 0.223394),"C5_018_calculations.json",1,0,0.111111111111111,52
c(0.421185, 0.203313),"C5_018_calculations.json",1,0,0.00806451612903226,8
c(0.440562, 0.205924),"C5_018_calculations.json",2,0,NA,267
c(0.398594, 0.138554),"C5_018_calculations.json",1,0,0.00769230769230769,8
c(0.454819, 0.099398),"C5_018_calculations.json",1,0,0.00518134715025907,8
c(0.47741, 0.088353),"C5_018_calculations.json",1,0,0.00518134715025907,8
c(0.421687, 0.075301),"C5_018_calculations.json",1,0,1,237
c(0.431225, 0.058735),"C5_018_calculations.json",1,0,1,237
c(0.593373, 0.000502),"C5_018_calculations.json",1,0,0.0333333333333333,22
c(0.431727, 0.034639),"C5_018_calculations.json",1,0,0.0277777777777778,22
c(0.98084, 0.195699),"C5_018_calculations.json",2,0,NA,268
c(0.996486, 0.152108),"C5_018_calculations.json",1,0,0.2,93
c(0.714157, 0.125402),"C5_018_calculations.json",1,0,0.2,94
c(0.737155, 0.153733),"C5_018_calculations.json",1,0,0.0555555555555556,38
c(0.783635, 0.131024),"C5_018_calculations.json",1,0,0.05,38
c(0.793549, 0.047816),"C5_018_calculations.json",1,0,0.0117647058823529,16
c(0.822791, 0.090361),"C5_018_calculations.json",1,0,0.00900900900900901,16
c(0.818775, 0.110442),"C5_018_calculations.json",1,0,1,238
c(0.830321, 0.129016),"C5_018_calculations.json",1,0,1,238
